customer_id,name,age,transaction_count,total_online_order,total_cash_order,total_standard_cost,max_transaction_amount,min_transaction_amount,average_transaction_amount
3191,"Bobbette Amps",63,8,0,8,2250.68,$993.66,"$1,479.11",281.335000
3221,"Brigid Quigley",63,9,0,9,4742.81,$954.82,"$1,610.90",526.978889
3262,"Maynord L'Episcopi",63,10,0,10,2860.41,$770.89,"$1,234.29",286.041000
3374,"Joann Corrigan",63,4,0,4,1211.87,$431.45,$260.14,302.967500
3418,"Felipa Paddingdon",63,5,0,5,1000.96,$56.93,"$1,610.90",200.192000
3480,"Jarib ",63,4,0,4,1846.73,$748.90,"$1,043.77",461.682500
67,"Vernon ",63,5,0,5,1055.31,$826.51,"$1,516.13",211.062000
477,"Cheri Hazeman",62,5,0,5,2524.37,$954.82,$101.58,504.874000
478,"Darcey Harberer",62,9,0,9,2987.53,$99.59,"$1,043.77",331.947778
499,"Dalli Baggally",62,11,0,11,3750.67,$863.95,"$1,167.18",340.970000
532,"Row Mawditt",62,6,0,6,3582.44,$950.52,$205.36,597.073333
617,"Idell Cole",62,4,0,4,1030.43,$84.99,$125.07,257.607500
629,"Basil Brellin",62,8,0,8,4245.10,$954.82,$312.74,530.637500
712,"Norine Antonik",62,8,0,8,3032.30,$733.58,"$1,610.90",379.037500
939,"Cristian Theodoris",62,4,0,4,1787.62,$762.63,"$1,516.13",446.905000
1014,"Miller Faloon",62,7,0,7,2335.96,$762.63,$270.30,333.708571
1247,"Hildagarde Eyrl",62,4,0,4,1728.55,$993.66,"$1,259.36",432.137500
1287,"Nicko Saddleton",62,7,0,7,2884.94,$829.51,"$1,234.29",412.134286
1292,"Alice Backson",62,5,0,5,2796.66,$954.82,$13.44,559.332000
1345,"Jeth Marien",62,6,0,6,2950.77,$820.78,$13.44,491.795000
1585,"Stillman Sackur",62,8,0,8,2931.42,$649.49,"$1,610.90",366.427500
1643,"Manda Forsey",62,8,0,8,2988.98,$764.96,"$1,105.75",373.622500
1764,"Zaria Van der Krui",62,4,0,4,2196.08,$954.82,$312.74,549.020000
1785,"Marty Whatford",62,6,0,6,2466.54,$863.95,$131.92,411.090000
1809,"Reba Southon",62,6,0,6,1972.44,$709.48,"$1,203.40",328.740000
1826,"Jareb Langcaster",62,7,0,7,3577.28,$954.82,$108.76,511.040000
1864,"Anet Pellitt",62,11,0,11,4524.06,$954.82,"$1,259.36",411.278182
1919,"Bartie Hartburn",62,4,0,4,2093.98,$770.89,$56.93,523.495000
2030,"Xymenes Sprull",62,4,0,4,1547.28,$778.69,$141.40,386.820000
2158,"Caesar Begbie",62,5,0,5,1896.00,$770.89,"$1,203.40",379.200000
2179,"Benson cornhill",62,7,0,7,3257.94,$863.95,$248.82,465.420000
2280,"Wrennie Alexandersson",62,5,0,5,1530.47,$770.89,"$1,531.42",306.094000
2391,"Corny Millott",62,10,0,10,5012.20,$863.95,$270.30,501.220000
2530,"Engracia Foulcher",62,7,0,7,2813.35,$950.52,$136.73,401.907143
2701,"Ileana Timms",62,9,0,9,2321.81,$596.55,"$1,234.29",257.978889
2730,"Taddeo Karlicek",62,7,0,7,3045.28,$770.89,$131.92,435.040000
2732,"Clarine Yushkin",62,10,0,10,3869.67,$795.10,$137.90,386.967000
2757,"Leodora Carillo",62,3,0,3,470.54,$74.51,$161.60,156.846667
3286,"Kent Hatter",62,11,0,11,3999.52,$829.65,"$1,234.29",363.592727
3316,"Stoddard Giacomoni",62,2,0,2,684.06,$582.48,$101.58,342.030000
8,"Rod Inder",61,10,0,10,4957.82,$954.82,$388.92,495.782000
17,"Heath Faraday",61,5,0,5,2660.58,$954.82,$297.43,532.116000
30,"Darrick Helleckas",61,3,0,3,1102.57,$400.91,$312.74,367.523333
254,"Barbie Rubi",61,7,0,7,3020.12,$950.52,$13.44,431.445714
292,"Gelya Gerant",61,7,0,7,2177.16,$84.99,"$1,259.36",311.022857
400,"Sibeal Fellow",61,5,0,5,1577.09,$993.66,$101.58,315.418000
463,"Allis Blanche",61,7,0,7,2591.41,$863.95,"$1,259.36",370.201429
612,"Grange Skillington",61,5,0,5,3465.56,$933.84,$528.43,693.112000
683,"Brennan Gagen",61,5,0,5,1426.64,$820.78,"$1,234.29",285.328000
769,"Cameron Letherbury",61,8,0,8,3045.08,$778.69,"$1,580.47",380.635000
813,"Lisette Nesbit",61,5,0,5,1550.04,$829.51,"$1,203.40",310.008000
903,"Hewe Lidgley",61,9,0,9,2409.52,$7.21,"$1,167.18",267.724444
946,"Bettina Farrer",61,8,0,8,3083.04,$709.48,"$1,479.11",385.380000
1030,"Nariko Dummigan",61,8,0,8,2841.30,$820.78,"$1,105.75",355.162500
1060,"Vanda Boadby",61,6,0,6,2691.33,$954.82,"$1,167.18",448.555000
1108,"Ginnie Farriar",61,4,0,4,451.39,$74.51,$312.74,112.847500
1342,"Barnett Morville",61,5,0,5,1727.81,$99.59,$161.60,345.562000
1363,"Boniface Kivelhan",61,7,0,7,2758.08,$933.84,"$1,516.13",394.011429
1389,"Reina Drever",61,9,0,9,3070.71,$993.66,"$1,234.29",341.190000
1540,"Ilene Agett",61,6,0,6,1741.15,$667.40,"$1,105.75",290.191667
1566,"Stavros Goodinson",61,4,0,4,1289.18,$75.26,$215.03,322.295000
1627,"Vladimir Morphet",61,8,0,8,4051.32,$818.01,"$1,167.18",506.415000
1746,"Kev ",61,6,0,6,4741.80,$993.66,$380.74,790.300000
1786,"Lonee Gorce",61,2,0,2,606.48,$400.13,$206.35,303.240000
1969,"Dimitry Kunkler",61,6,0,6,1909.21,$954.82,"$1,610.90",318.201667
2049,"Jud Purchon",61,6,0,6,1982.43,$614.80,"$1,259.36",330.405000
2216,"Clarinda Woffinden",61,3,0,3,1707.71,$677.48,$380.74,569.236667
2384,"Garey Letrange",61,6,0,6,2048.47,$748.90,$108.76,341.411667
2435,"Orly Ceney",61,5,0,5,2778.69,$820.78,"$1,516.13",555.738000
2523,"Lauree Shewery",61,10,0,10,2776.09,$993.66,"$1,203.40",277.609000
2603,"Mercy Jost",61,7,0,7,3159.95,$762.63,$154.40,451.421429
2687,"Fabe Smallbone",61,7,0,7,3616.99,$954.82,$154.40,516.712857
2761,"Agathe Weafer",61,9,0,9,3916.04,$74.51,"$1,082.36",435.115556
2810,"Malvin Burchill",61,6,0,6,1403.06,$521.94,"$1,082.36",233.843333
2826,"Loise Mulvany",61,12,0,12,3446.64,$99.59,"$1,043.77",287.220000
2884,"Karola Conneely",61,8,0,8,2940.06,$874.90,$125.07,367.507500
2886,"Lulu Watkiss",61,8,0,8,3279.76,$748.90,"$1,203.40",409.970000
2888,"Hamel Crosser",61,6,0,6,1829.98,$582.48,"$1,082.36",304.996667
2897,"Kimbra Gerraty",61,5,0,5,1588.43,$649.49,$206.35,317.686000
3047,"Eddy Cossans",61,5,0,5,2803.25,$874.90,$44.71,560.650000
3135,"Titus Worsall",61,7,0,7,2451.09,$733.58,"$1,105.75",350.155714
3172,"Marje Kennewell",61,4,0,4,1183.04,$954.82,"$1,234.29",295.760000
3277,"Demetris Shapcote",61,5,0,5,3332.18,$954.82,$290.41,666.436000
3310,"Bethany Jarrell",61,5,0,5,1941.82,$596.55,$161.60,388.364000
3318,"Courtnay Allmen",61,4,0,4,1729.40,$820.78,$13.44,432.350000
3378,"Ina Habershaw",61,4,0,4,1252.75,$75.26,$260.14,313.187500
3407,"Marven Ditts",61,8,0,8,1347.13,$594.68,"$1,043.77",168.391250
3442,"Adrianne Petrecz",61,4,0,4,1334.91,$795.10,"$1,759.85",333.727500
22,"Deeanne Durtnell",60,8,0,8,2807.04,$84.99,"$1,580.47",350.880000
31,"Star Praton",60,4,0,4,1153.47,$667.40,"$1,531.42",288.367500
273,"Nevile Abraham",60,10,0,10,3594.64,$770.89,"$1,259.36",359.464000
314,"Catie Advani",60,8,0,8,1806.22,$75.26,"$1,259.36",225.777500
482,"Gar Wallis",60,10,0,10,4224.08,$950.52,"$1,759.85",422.408000
524,"Florence Held",60,7,0,7,1803.14,$667.40,"$1,043.77",257.591429
759,"Mitchel Schimek",60,9,0,9,4002.30,$954.82,"$1,259.36",444.700000
1106,"Sibyl Bigmore",60,9,0,9,2574.10,$820.78,"$1,234.29",286.011111
1123,"Dominick Downey",60,5,0,5,1273.41,$74.51,"$1,234.29",254.682000
1279,"Burr Lygoe",60,6,0,6,2451.05,$612.88,"$1,234.29",408.508333
1555,"Marcello Spenclay",60,7,0,7,3198.95,$993.66,"$1,580.47",456.992857
1639,"Marna Showers",60,6,0,6,3052.71,$933.84,$131.92,508.785000
1649,"Brenden Dinley",60,3,0,3,1285.92,$594.68,$108.76,428.640000
1672,"Sharla Creebo",60,12,0,12,2949.07,$99.59,"$1,082.36",245.755833
1704,"Tremain Breadon",60,2,0,2,249.82,$248.82,"$1,082.36",124.910000
1804,"Matelda Kordas",60,3,0,3,2583.87,$993.66,$596.55,861.290000
1822,"Trudie Capper",60,5,0,5,2160.67,$933.84,$136.73,432.134000
1934,"Bryant Tordiffe",60,6,0,6,2757.86,$818.01,"$1,234.29",459.643333
1983,"Kimberlee Soonhouse",60,4,0,4,2733.61,$954.82,$205.36,683.402500
1999,"Raquel Bamlett",60,7,0,7,3516.99,$795.10,"$1,234.29",502.427143
2003,"Lilli Hargey",60,2,0,2,76.26,$75.26,"$1,531.42",38.130000
2018,"Richie Matts",60,7,0,7,3682.11,$874.90,"$1,580.47",526.015714
2170,"Dewitt Laight",60,6,0,6,2867.21,$863.95,$141.40,477.868333
2174,"Rock Vickerstaff",60,6,0,6,1269.19,$99.59,"$1,234.29",211.531667
2186,"Carolina Sexty",60,3,0,3,1246.05,$863.95,"$1,043.77",415.350000
2308,"Nancey Hastie",60,9,0,9,3517.21,$84.99,"$1,234.29",390.801111
2327,"Alie Sowle",60,3,0,3,1551.32,$993.66,$108.76,517.106667
2331,"Marybelle Antal",60,7,0,7,1633.80,$56.93,$125.07,233.400000
2357,"Lisette Mingardi",60,4,0,4,1459.41,$826.51,"$1,610.90",364.852500
2715,"Umberto Cappineer",60,5,0,5,610.51,$388.72,"$1,203.40",122.102000
2740,"Godiva Bulward",60,8,0,8,3277.77,$954.82,"$1,082.36",409.721250
2841,"Bibby Carnson",60,7,0,7,2969.89,$954.82,"$1,167.18",424.270000
2881,"Ezra Steffan",60,6,0,6,1693.66,$778.69,"$1,167.18",282.276667
3003,"Brita Tupie",60,9,0,9,2717.40,$84.99,$205.36,301.933333
3062,"Lesley Ruskin",60,6,0,6,857.61,$75.26,"$1,167.18",142.935000
3290,"Brandyn Gain",60,8,0,8,3199.21,$829.65,$108.76,399.901250
3360,"Joelie Sherlaw",60,8,0,8,1982.68,$75.26,$125.07,247.835000
3415,"Alberik Kelsey",60,6,0,6,3415.66,$993.66,$154.40,569.276667
3421,"Ronalda McGeechan",60,9,0,9,2899.62,$954.82,"$1,105.75",322.180000
3461,"Nigel Izard",60,7,0,7,2558.11,$933.84,"$1,610.90",365.444286
35,"Margaretha Strettle",59,4,0,4,475.77,$206.35,$101.58,118.942500
132,"Celesta Willavoys",59,6,0,6,3107.10,$993.66,"$1,479.11",517.850000
202,"Audie Pillinger",59,3,0,3,1215.91,$614.80,$141.40,405.303333
210,"Albrecht Thomasson",59,6,0,6,3136.77,$863.95,"$1,234.29",522.795000
433,"Reinhard Jubert",59,9,0,9,5401.31,$764.96,"$1,082.36",600.145556
723,"Madelina Marte",59,8,0,8,2479.86,$933.84,"$1,043.77",309.982500
870,"Hugh Wilce",59,7,0,7,2382.45,$589.27,$136.73,340.350000
880,"Neely Lundon",59,3,0,3,402.91,$400.91,"$1,105.75",134.303333
888,"Chickie Gulleford",59,5,0,5,2269.52,$993.66,"$1,203.40",453.904000
899,"Teodora Lawling",59,6,0,6,2965.58,$649.49,$131.92,494.263333
917,"Odo MacKaig",59,8,0,8,2059.99,$829.51,$13.44,257.498750
958,"Kristofor Saulter",59,6,0,6,1706.95,$764.96,"$1,580.47",284.491667
1722,"Fritz Geare",59,9,0,9,3528.76,$820.78,"$1,082.36",392.084444
1882,"Justin Ragless",59,6,0,6,1807.17,$707.40,$141.40,301.195000
1908,"Jaquelyn Workman",59,6,0,6,2338.22,$954.82,"$1,516.13",389.703333
1950,"Berne Fulkes",59,9,0,9,2377.50,$99.59,"$1,259.36",264.166667
2143,"Napoleon Terron",59,5,0,5,2638.96,$954.82,"$1,167.18",527.792000
2155,"Fayth Millions",59,12,0,12,5174.22,$933.84,$131.92,431.185000
2159,"Godfrey Bottini",59,5,0,5,2080.05,$954.82,"$1,234.29",416.010000
2185,"Gayle Gridley",59,7,0,7,2675.76,$993.66,"$1,759.85",382.251429
2267,"Andrei Mulchrone",59,5,0,5,2561.99,$733.58,"$1,105.75",512.398000
2277,"Gillie Ruben",59,4,0,4,903.06,$400.91,"$1,105.75",225.765000
2288,"Cirillo Hook",59,6,0,6,2534.23,$993.66,$206.35,422.371667
2325,"Emmett Whatsize",59,6,0,6,1389.43,$75.26,"$1,167.18",231.571667
2390,"Tonya Nealand",59,7,0,7,3186.43,$820.78,"$1,203.40",455.204286
2411,"Casey McDade",59,4,0,4,1442.10,$733.58,"$1,610.90",360.525000
2458,"Leilah Liddel",59,7,0,7,1937.02,$407.54,"$1,531.42",276.717143
2561,"Elga McWard",59,4,0,4,1104.99,$950.52,"$1,759.85",276.247500
2583,"Appolonia Oxe",59,4,0,4,1394.55,$57.74,$363.25,348.637500
2684,"Erastus Payley",59,9,0,9,4070.22,$933.84,"$1,531.42",452.246667
2754,"Waring Selwyn",59,3,0,3,2295.63,$950.52,$582.48,765.210000
2792,"Jocelyne Darben",59,3,0,3,1272.66,$689.18,"$1,610.90",424.220000
2836,"Matilda Yellowley",59,10,0,10,4045.70,$993.66,"$1,082.36",404.570000
2905,"Emily Shackel",59,4,0,4,162.25,$84.99,"$1,234.29",40.562500
2941,"Emylee Pavlov",59,5,0,5,2042.30,$99.59,$45.26,408.460000
3169,"Maxim Chavrin",59,7,0,7,2266.98,$762.63,$108.76,323.854286
3209,"Clarie Markushkin",59,4,0,4,1380.40,$707.40,$45.26,345.100000
3295,"Cleavland Karchowski",59,8,0,8,3928.45,$829.51,"$1,105.75",491.056250
3430,"Augustus Pickin",59,7,0,7,2625.80,$950.52,"$1,531.42",375.114286
3437,"Penny Wellington",59,5,0,5,1449.83,$933.84,"$1,531.42",289.966000
3493,"Jeffie Eakly",59,6,0,6,1388.51,$709.48,"$1,043.77",231.418333
131,"Jana Renyard",58,6,0,6,3250.37,$820.78,$270.30,541.728333
139,"Gar ",58,9,0,9,5477.45,$933.84,$298.72,608.605556
151,"Donnie Brimson",58,7,0,7,3011.79,$950.52,"$1,167.18",430.255714
160,"Wake Durning",58,2,0,2,410.42,$248.82,$161.60,205.210000
193,"Foss Hardes",58,5,0,5,1759.28,$820.78,"$1,479.11",351.856000
219,"Markus Mughal",58,6,0,6,2888.47,$874.90,"$1,580.47",481.411667
295,"Lena Chape",58,7,0,7,1416.56,$99.59,$154.40,202.365714
347,"Berkly Grishinov",58,7,0,7,4033.89,$950.52,$248.82,576.270000
520,"Jazmin Neumann",58,5,0,5,1746.78,$689.18,$136.73,349.356000
621,"Constantin Giacobbo",58,9,0,9,4664.30,$778.69,"$1,082.36",518.255556
714,"Burtie Scintsbury",58,10,0,10,3608.37,$874.90,"$1,167.18",360.837000
735,"Khalil Pennings",58,4,0,4,2029.85,$950.52,"$1,759.85",507.462500
739,"Arnie Zorn",58,10,0,10,4588.43,$99.59,$464.72,458.843000
746,"Aldo Waistall",58,6,0,6,3074.80,$795.10,$125.07,512.466667
788,"Gregg Townsend",58,7,0,7,2694.88,$874.90,"$1,167.18",384.982857
840,"Chas Carabet",58,6,0,6,3658.69,$933.84,"$1,167.18",609.781667
857,"Theo ",58,5,0,5,2971.01,$993.66,$205.36,594.202000
865,"Germain De la Harpe",58,7,0,7,1729.50,$589.27,"$1,203.40",247.071429
1067,"Berri Cotillard",58,2,0,2,8.21,$7.21,"$1,105.75",4.105000
1130,"Juli Prine",58,5,0,5,1283.01,$582.48,"$1,234.29",256.602000
1151,"Brena Amburgy",58,5,0,5,1167.87,$612.88,"$1,203.40",233.574000
1160,"Trisha Nisuis",58,3,0,3,928.02,$795.10,"$1,580.47",309.340000
1168,"Iosep Shaddick",58,7,0,7,3091.53,$818.01,"$1,043.77",441.647143
1170,"Lari Rotte",58,5,0,5,1827.22,$778.69,"$1,167.18",365.444000
1223,"Kristyn ",58,8,0,8,2756.45,$689.18,$136.73,344.556250
1234,"Rancell Yven",58,8,0,8,2839.80,$950.52,"$1,479.11",354.975000
1240,"Pen Earey",58,4,0,4,1619.77,$614.80,$215.14,404.942500
1252,"Les Ellwood",58,7,0,7,2625.13,$874.90,"$1,234.29",375.018571
1276,"Farrel Waiting",59,2,0,2,382.10,$381.10,"$1,234.29",191.050000
1361,"Gradeigh Saltmarshe",58,7,0,7,3088.21,$863.95,"$1,580.47",441.172857
1456,"Berkie Croall",58,4,0,4,838.90,$75.26,$101.58,209.725000
1788,"Anna-diana Kurten",58,9,0,9,2943.93,$677.48,"$1,082.36",327.103333
1832,"Elicia Normanvill",58,8,0,8,3521.27,$954.82,$205.36,440.158750
1838,"Jobina Dudenie",58,5,0,5,1386.89,$649.49,"$1,043.77",277.378000
1902,"Camille Vallintine",58,5,0,5,1333.51,$707.40,"$1,759.85",266.702000
1936,"Gisella Scad",58,8,0,8,3345.97,$829.51,"$1,259.36",418.246250
1964,"Cara Campbell-Dunlop",58,6,0,6,2541.51,$829.65,"$1,259.36",423.585000
2027,"Whitney Dahle",58,7,0,7,3116.56,$954.82,$234.43,445.222857
2090,"Stanton Schimoni",58,2,0,2,731.41,$594.68,$136.73,365.705000
2109,"Grazia Vinson",58,8,0,8,2373.99,$829.51,$131.92,296.748750
2273,"Rhetta Lambrook",58,10,0,10,5541.59,$933.84,"$1,531.42",554.159000
2502,"Concordia Mussington",58,5,0,5,2181.63,$84.99,$380.74,436.326000
2536,"Aigneis Brignall",59,6,0,6,2912.79,$933.84,"$1,610.90",485.465000
2590,"Roslyn Tewkesbury.",58,6,0,6,2132.67,$954.82,"$1,105.75",355.445000
2605,"Had Gilling",58,5,0,5,2309.64,$795.10,$211.37,461.928000
2609,"Genvieve Kobes",58,7,0,7,895.19,$75.26,"$1,167.18",127.884286
2624,"Winfield Lampitt",58,5,0,5,2388.72,$829.51,"$1,082.36",477.744000
2665,"Seth Murdie",58,3,0,3,1981.06,$829.51,$388.92,660.353333
2683,"Myrta Rentilll",58,6,0,6,3069.21,$863.95,$161.60,511.535000
2706,"Kelly Bilyard",58,3,0,3,1425.75,$829.51,$215.14,475.250000
2798,"Barclay Gricks",58,5,0,5,1400.33,$84.99,"$1,234.29",280.066000
2801,"Danella Lines",58,5,0,5,1745.19,$667.40,$376.84,349.038000
2804,"Jeno Brimming",58,7,0,7,2520.83,$820.78,$13.44,360.118571
2863,"Alisander Fetherstone",58,1,0,1,376.84,$376.84,$376.84,376.840000
2892,"Paulie Wolffers",58,5,0,5,2682.76,$950.52,$141.40,536.552000
2919,"Rustin ",58,6,0,6,2220.72,$99.59,$234.43,370.120000
2991,"Fred Catanheira",58,6,0,6,1852.71,$762.63,"$1,105.75",308.785000
3046,"Shela Ridgers",59,5,0,5,1277.50,$582.48,"$1,580.47",255.500000
3090,"Zared Pinchback",58,5,0,5,2873.93,$863.95,$248.82,574.786000
3228,"Margette Donaghie",58,7,0,7,2242.11,$826.51,"$1,759.85",320.301429
3235,"Leif Woolfall",58,1,0,1,589.27,$589.27,$589.27,589.270000
3334,"Koralle Winckles",58,8,0,8,3314.03,$84.99,$136.73,414.253750
3338,"Nata Ozanne",58,4,0,4,464.70,$84.99,$101.58,116.175000
3479,"Pierette O' Ronan",58,6,0,6,2218.79,$933.84,"$1,531.42",369.798333
63,"Ebony Zini",57,3,0,3,885.25,$826.51,"$1,082.36",295.083333
82,"Gleda Cokely",57,5,0,5,1203.36,$582.48,"$1,167.18",240.672000
201,"Salem Huie",57,8,0,8,3267.94,$950.52,"$1,531.42",408.492500
229,"Vaughn Lambis",57,5,0,5,2661.23,$954.82,$270.30,532.246000
257,"Marissa ",57,5,0,5,2763.12,$954.82,"$1,203.40",552.624000
333,"Debbi Doohey",57,7,0,7,3102.81,$950.52,$131.92,443.258571
541,"Annissa Balmforth",57,5,0,5,3488.75,$954.82,$298.72,697.750000
689,"Hamnet Berford",57,3,0,3,299.43,$297.43,"$1,259.36",99.810000
696,"Arch Gaitskill",57,6,0,6,1840.96,$7.21,$136.73,306.826667
725,"Gage Crossan",57,11,0,11,5727.32,$933.84,$101.58,520.665455
742,"Dexter Robelin",57,6,0,6,819.40,$84.99,"$1,516.13",136.566667
882,"Esmaria Lythgoe",57,5,0,5,2056.43,$818.01,$108.76,411.286000
926,"Terrel Matthisson",57,6,0,6,1476.94,$521.94,"$1,259.36",246.156667
927,"Jarret ",57,3,0,3,1729.99,$863.95,$45.26,576.663333
929,"Kippy Conerding",57,5,0,5,2445.44,$649.49,$290.41,489.088000
995,"Urbano Mews",57,7,0,7,1004.47,$84.99,"$1,610.90",143.495714
1145,"Korella Begin",57,2,0,2,1210.14,$778.69,$431.45,605.070000
1275,"Francisca Whittek",57,6,0,6,4158.06,$933.84,$459.71,693.010000
1326,"Goddard Tinn",57,6,0,6,1721.75,$677.48,"$1,082.36",286.958333
1376,"Pail ",57,6,0,6,2325.62,$820.78,$363.25,387.603333
1440,"Consuela O'Logan",57,6,0,6,2052.55,$764.96,$161.60,342.091667
1520,"Dillie Wilstead",57,4,0,4,2827.87,$829.51,$431.45,706.967500
1531,"Evaleen Pusey",57,7,0,7,3828.36,$954.82,$131.92,546.908571
1618,"Andee Scardifeild",57,2,0,2,1389.78,$795.10,$594.68,694.890000
1668,"Aurlie Bolter",58,6,0,6,3976.46,$933.84,$248.82,662.743333
1754,"Zonnya Tolland",57,5,0,5,2151.77,$954.82,"$1,234.29",430.354000
1760,"Kelsy Barrowcliff",57,6,0,6,2743.46,$954.82,$131.92,457.243333
1808,"Charles Carren",57,7,0,7,2871.87,$99.59,$260.14,410.267143
1887,"Kynthia Purcer",57,11,0,11,3113.22,$829.51,"$1,167.18",283.020000
1924,"Eolande Kauscher",57,3,0,3,2371.71,$950.52,$594.68,790.570000
2136,"Heather Golsworthy",57,4,0,4,2352.45,$829.51,$333.18,588.112500
2268,"Wilhelmina Gothup",57,8,0,8,3551.82,$933.84,"$1,234.29",443.977500
2320,"Kaylyn Throssell",57,3,0,3,964.50,$733.58,$173.18,321.500000
2534,"Estelle Lithgow",57,7,0,7,3420.27,$954.82,"$1,234.29",488.610000
2542,"Amanda Leverington",57,7,0,7,3077.15,$874.90,"$1,105.75",439.592857
2589,"Alvera Kiddle",57,5,0,5,1607.38,$795.10,$13.44,321.476000
2664,"Raynor Olech",57,7,0,7,3283.72,$709.48,$154.40,469.102857
2725,"Sibylla Langmuir",57,4,0,4,659.67,$75.26,"$1,082.36",164.917500
2795,"Shirline Amar",57,3,0,3,1836.41,$863.95,$297.43,612.136667
3020,"Witty McArthur",57,12,0,12,4053.63,$826.51,"$1,479.11",337.802500
3054,"Marieann Wickey",57,5,0,5,2081.61,$829.65,"$1,610.90",416.322000
3105,"Bryn Rycraft",57,6,0,6,1904.52,$993.66,$101.58,317.420000
3128,"Betteanne Alldread",57,5,0,5,2066.08,$826.51,$363.25,413.216000
3319,"Erda ",57,7,0,7,1520.70,$74.51,"$1,479.11",217.242857
3414,"Winnifred Zima",57,3,0,3,101.59,$99.59,"$1,259.36",33.863333
6,"Curr Duckhouse",56,5,0,5,1985.14,$778.69,$108.76,397.028000
54,"Loralyn Wonfor",56,7,0,7,1344.82,$748.90,"$1,082.36",192.117143
83,"Kerr Simmell",56,6,0,6,2666.45,$748.90,$136.73,444.408333
89,"Benedicto Hoxey",56,9,0,9,2929.94,$954.82,"$1,259.36",325.548889
106,"Glyn ",56,3,0,3,392.47,$53.62,$108.76,130.823333
178,"Matthieu Bertelmot",56,4,0,4,1319.51,$762.63,$125.07,329.877500
376,"Marena Brunotti",56,3,0,3,355.36,$56.93,"$1,259.36",118.453333
385,"Kendall Humes",56,9,0,9,4335.31,$933.84,"$1,203.40",481.701111
396,"Peria Iscowitz",56,6,0,6,1913.56,$954.82,$161.60,318.926667
444,"Britteny Falconer-Taylor",56,7,0,7,3339.65,$993.66,$13.44,477.092857
505,"Wylma Elsy",56,5,0,5,1920.76,$950.52,"$1,167.18",384.152000
542,"Berri McManamen",56,6,0,6,1527.44,$820.78,"$1,259.36",254.573333
631,"Ortensia Dronsfield",56,6,0,6,1444.59,$431.45,$136.73,240.765000
638,"Joey Ledram",56,8,0,8,2236.35,$954.82,"$1,167.18",279.543750
668,"Ebony Threadgall",56,7,0,7,3023.79,$826.51,$297.43,431.970000
732,"Bonita Gethins",56,5,0,5,1299.61,$675.03,"$1,531.42",259.922000
758,"Teena Birrel",56,2,0,2,485.44,$270.30,$215.14,242.720000
841,"Hanan McGreay",56,7,0,7,2606.11,$954.82,$13.44,372.301429
885,"Yancey Wivell",56,3,0,3,207.36,$205.36,"$1,043.77",69.120000
1056,"Kendricks Markel",56,7,0,7,3965.85,$748.90,$298.72,566.550000
1215,"Dyann Turbard",56,8,0,8,1934.72,$99.59,"$1,043.77",241.840000
1318,"Barbe Assender",56,7,0,7,2754.05,$675.03,"$1,580.47",393.435714
1398,"Anderea Pulteneye",56,7,0,7,2423.94,$99.59,$101.58,346.277143
1416,"Fraze Face",56,4,0,4,2177.85,$829.51,$298.72,544.462500
1419,"Roddy Ollerton",56,5,0,5,1154.09,$829.65,"$1,259.36",230.818000
1525,"Philis Whittam",56,3,0,3,1074.48,$874.90,$125.07,358.160000
1692,"Harriette De Matteis",56,5,0,5,819.77,$84.99,"$1,580.47",163.954000
1735,"Sly Offord",56,5,0,5,2461.15,$778.69,$431.45,492.230000
1765,"Sibella O' Mara",56,6,0,6,2410.38,$818.01,"$1,234.29",401.730000
1782,"Ewen Emes",56,6,0,6,3390.63,$829.51,"$1,479.11",565.105000
1825,"Arv Whitsey",56,6,0,6,1999.15,$826.51,$137.90,333.191667
1833,"Klemens Eite",56,5,0,5,1755.96,$649.49,$136.73,351.192000
1877,"Radcliffe Bartolomeoni",56,6,0,6,2684.49,$795.10,$270.30,447.415000
1879,"Kermy Heningam",56,7,0,7,2337.14,$770.89,"$1,082.36",333.877143
2146,"Timmie Lenden",56,2,0,2,908.49,$507.58,$400.91,454.245000
2182,"Symon Minchin",56,8,0,8,4196.49,$954.82,"$1,759.85",524.561250
2192,"Hubie Leipold",56,5,0,5,1214.00,$53.62,$101.58,242.800000
2260,"Jarad Barthropp",56,6,0,6,1774.94,$829.51,"$1,082.36",295.823333
2270,"Augustus Edleston",56,5,0,5,1328.86,$582.48,"$1,105.75",265.772000
2301,"Ken Vashchenko",56,7,0,7,4618.77,$950.52,$525.33,659.824286
2313,"Christa Pauley",56,6,0,6,1815.33,$795.10,$108.76,302.555000
2324,"Jerrold Robben",56,4,0,4,769.28,$612.88,"$1,167.18",192.320000
2371,"Rory Lokier",56,5,0,5,2519.25,$933.84,"$1,043.77",503.850000
2478,"Andreas Lamke",56,7,0,7,2705.06,$950.52,$431.45,386.437143
2539,"Tracie Ashdown",56,5,0,5,1464.87,$820.78,"$1,167.18",292.974000
2655,"York Strongman",57,6,0,6,2569.30,$820.78,"$1,479.11",428.216667
2775,"Dael Glentz",56,6,0,6,4279.74,$954.82,$507.58,713.290000
2848,"Callie Garthshore",56,4,0,4,2233.26,$933.84,$161.60,558.315000
3040,"Kameko Kinrade",56,2,0,2,402.36,$388.92,$13.44,201.180000
3073,"Hernando Farnham",56,3,0,3,1081.26,$874.90,"$1,082.36",360.420000
